YEAR,state,county,PAYQTR1,EMP,ESTAB,PAYANN
2016,37,79,13557,2090,256,59547
2016,37,81,2854130,255000,13350,11601693
2016,37,83,89600,12633,951,378610
2016,37,85,151414,20573,1656,658012
2016,37,87,113546,14921,1359,501471
2016,37,89,280993,33337,2616,1230729
2016,37,91,60921,7494,476,257309
2016,37,93,38283,5393,445,159841
2016,37,95,4617,812,157,25250
2016,37,97,745745,67228,4633,2977735
2016,37,99,102821,13197,956,443660
2016,37,101,341750,41461,3224,1469083
2016,37,103,6069,835,128,24689
2016,37,105,217528,23380,1306,875759
2016,37,107,184786,23709,1213,785002
2016,37,109,148065,18007,1621,634811
2016,37,111,109228,13591,710,433310
2016,37,113,65684,9279,1077,299340
2016,37,115,18561,2716,325,82002
2016,37,117,33013,5299,432,140797
2016,37,119,10271928,607555,30988,36809778
2016,37,121,25890,3849,363,113087
2016,37,123,52821,7047,482,230312
2016,37,125,269265,30613,2233,1166400
2016,37,127,324054,36538,2028,1355050
2016,37,129,978617,95838,7275,4046228
2016,37,131,32729,4213,258,141404
2016,37,133,235124,35716,2752,994488
2016,37,135,439823,43930,3277,1804916
2016,37,137,16766,2670,263,75424
2016,37,139,94558,11235,915,392859
2016,37,141,57583,8388,1016,257394
2016,37,143,9908,1325,200,43159
2016,37,145,73154,8415,680,304039
2016,37,147,557930,61227,3593,2334899
2016,37,149,26869,3899,487,115234
2016,37,151,316218,39126,2481,1355022
2016,37,153,88324,12059,810,368848
2016,37,155,225672,31657,1804,957546
2016,37,157,177519,22166,1656,755213
2016,37,159,466671,44279,2595,1874999
2016,37,161,122476,15846,1244,520349
2016,37,163,113034,13928,984,464533
2016,37,165,75560,9785,594,318356
2016,37,167,123965,16036,1299,536870
2016,37,169,41182,5602,620,168154
2016,37,171,238519,27591,1649,1028556
2016,37,173,23510,3681,354,115300
2016,37,175,52924,7598,798,234516
2016,37,177,2453,462,77,13803
2016,37,179,479368,53792,4526,2108208
2016,37,181,101181,13025,832,438266
2016,37,183,5706130,453333,28325,23437659
2016,37,185,13990,2217,258,59313
2016,37,187,27610,2931,228,110355
2016,37,189,124418,17694,1603,555730
2016,37,191,274403,34226,2137,1154553
2016,37,193,223021,18842,1163,770060
2016,37,195,308229,31868,1750,1263088
2016,37,197,62177,8630,593,269714
2016,37,199,25536,3427,313,114796
2016,38,1,6551,803,99,28259
2016,38,3,31737,3956,366,129558
2016,38,5,8118,1043,88,34305
2016,38,7,3621,285,62,17930
2016,38,9,15864,1742,261,72161
2016,38,11,11111,1200,160,46278
2016,38,13,4155,411,81,17983
2016,38,15,488451,47091,3011,2056526
2016,38,17,1146518,103392,5523,4692271
2016,38,19,10101,1186,158,47938
2016,38,21,12639,1749,215,53476
2016,38,23,4805,544,97,20912
2016,38,25,38189,2584,164,141674
2016,38,27,3666,530,78,17296
2016,38,29,5179,707,125,23097
2016,38,31,13649,1419,150,56029
2016,38,33,3760,442,73,15769
2016,38,35,295759,34179,1918,1333090
2016,38,37,3161,418,74,12440
2016,38,39,5051,636,90,21186
2016,38,41,3756,459,95,17561
2016,38,43,4482,537,68,18452
2016,38,45,7985,1021,151,35716
2016,38,47,3209,461,67,13228
2016,38,49,7022,779,123,31684
2016,38,51,5693,817,113,25216
2016,38,53,94341,5435,492,372192
2016,38,55,36820,2589,256,149752
2016,38,57,72439,4349,248,293576
2016,38,59,104312,10111,838,448435
2016,38,61,58457,4111,389,233470
2016,38,63,5377,779,122,23891
2016,38,65,11228,547,42,43314
2016,38,67,20751,2396,272,100488
2016,38,69,12467,1484,171,55583
2016,38,71,38391,4668,434,163747
2016,38,73,12220,1493,199,51475
2016,38,75,4537,552,113,19611
2016,38,77,53190,6087,533,224351
2016,38,79,17121,2375,195,70561
2016,38,81,29193,2339,113,117406
2016,38,83,995,155,39,4319
2016,38,85,4289,668,29,17285
2016,38,87,953,76,18,3600
2016,38,89,184068,14757,1202,745314
2016,38,91,5053,479,60,21812
2016,38,93,85284,9659,690,356745
2016,38,95,3672,520,78,15752
2016,38,97,26554,2778,299,111297
2016,38,99,27685,3311,400,120112
2016,38,101,297340,27110,2089,1210852
2016,38,103,9326,1285,184,42272
2016,38,105,355968,20466,1491,1348835
2016,39,1,33454,4354,393,146850
2016,39,3,457124,46975,2412,1916633
2016,39,5,140296,16447,1031,584657
2016,39,7,202714,24841,1914,877708
2016,39,9,92078,12856,1054,390176
2016,39,11,188440,20464,975,822478
2016,39,13,155178,19935,1445,668504
2016,39,15,44499,6051,531,189854
2016,39,17,1428504,134993,7111,5968784
2016,39,19,42810,5454,465,173306
2016,39,21,92368,9619,566,382271
2016,39,23,356119,41915,2287,1493051
2016,39,25,488003,51395,3585,2099534
2016,39,27,153572,14678,732,643050
2016,39,29,203056,26666,2036,865408
2016,39,31,72045,8786,632,297131
2016,39,33,103281,12389,802,426639
2016,39,35,8635712,666446,32984,34524071
2016,39,37,146834,16443,1151,631404
2016,39,39,166748,13765,803,574741
2016,39,41,1099444,79055,4447,4066416
2016,39,43,273849,31553,1851,1178848
2016,39,45,279873,35298,2649,1219503
2016,39,47,74878,9784,599,314971
2016,39,49,7993178,632751,28237,31889221
2016,39,51,142803,15587,949,642223
2016,39,53,91048,9487,555,367202
2016,39,55,290333,29890,2712,1276182
2016,39,57,509795,52846,3097,2138195
2016,39,59,117644,13748,867,506427
2016,39,61,6684785,472410,21003,26762269
2016,39,63,548562,43153,1709,1978801
2016,39,65,54963,7233,451,234523
2016,39,67,29245,3171,267,115924
2016,39,69,76486,8363,561,350536
2016,39,71,71312,8544,682,290343
2016,39,73,35442,5309,490,152272
2016,39,75,139493,18650,1244,637811
2016,39,77,153113,17302,1131,687283
2016,39,79,64984,8446,611,265457
2016,39,81,166961,18853,1257,680753
2016,39,83,164809,19198,1072,737652
2016,39,85,957748,86697,5986,3999299
2016,39,87,77393,10533,793,327288
2016,39,89,450849,49497,3001,1933080
2016,39,91,157995,16253,853,687139
2016,39,93,828827,86528,5598,3504678
2016,39,95,2257828,207410,9583,8794424
2016,39,97,126360,14224,683,572837
2016,39,99,717651,87023,5455,3099600
2016,39,101,186438,21324,1140,801122
2016,39,103,513257,52677,3967,2173218
2016,39,105,15339,2592,306,68685
2016,39,107,138961,16439,997,603818
2016,39,109,327534,35619,2093,1402408
2016,39,111,25221,2315,243,96414
2016,39,113,2736255,234459,11338,11094326
2016,39,115,16672,2146,156,67703
2016,39,117,29670,3931,380,132264
2016,39,119,277814,28579,1727,1136433
2016,39,121,12686,1966,221,52578
2016,39,123,105396,10295,1030,447706
2016,39,125,26652,3554,297,117218
2016,39,127,34240,4175,421,136797
2016,39,129,96166,10804,781,423602
2016,39,131,89804,7735,418,358801
2016,39,133,409402,46810,2999,1758110
2016,39,135,81988,8985,655,320570
2016,39,137,84060,10082,723,369910
2016,39,139,318008,40569,2597,1358871
2016,39,141,295183,22985,1213,1033209
2016,39,143,201341,23452,1307,860592
2016,39,145,141724,19155,1286,623631
2016,39,147,135778,17058,1106,576653
2016,39,149,271901,24701,970,1166613
2016,39,151,1290798,142975,8183,5499663
2016,39,153,2930050,251233,13391,11624203
2016,39,155,691719,67053,4043,2639980
2016,39,157,255898,31127,2175,1118653
2016,39,159,323302,24207,1017,1407081
2016,39,161,82744,9868,544,352638
2016,39,163,12553,1704,137,50295
2016,39,165,956477,78842,4219,4036338
2016,39,167,227378,22761,1393,961871
2016,39,169,375329,40184,2483,1640888
2016,39,171,142254,16035,806,585459
2016,39,173,594983,54283,2744,2330381
2016,39,175,73538,8264,518,321327
2016,40,1,23976,3102,226,93278
2016,40,3,22449,1215,146,52883
2016,40,5,16903,2224,280,65270
2016,40,7,13242,1283,154,53525
2016,40,9,87527,8460,795,358802
2016,40,11,19209,2204,269,81485
2016,40,13,77412,10542,763,325080
2016,40,15,35924,4402,449,149661
2016,40,17,218924,26056,2593,903887
2016,40,19,201966,20982,1618,834721
2016,40,21,68911,9297,741,276744
2016,40,23,21414,3084,282,91565
2016,40,25,2185,340,72,9836
2016,40,27,538122,69262,5757,2383552
2016,40,29,6177,812,88,25347
2016,40,31,263770,32846,2197,1093236
2016,40,33,8564,1228,76,38380
2016,40,35,33264,4028,346,136026
2016,40,37,153229,16450,1361,628825
2016,40,39,90909,10000,921,377948
2016,40,41,52349,7580,745,225991
2016,40,43,9549,1022,149,38491
2016,40,45,7267,846,125,30175
2016,40,47,191921,21265,1657,789938
2016,40,49,80553,7936,708,323219
2016,40,51,90283,11093,1124,368203
2016,40,53,10566,919,127,42479
2016,40,55,4268,657,84,18538
2016,40,57,3537,442,57,14589
2016,40,59,4203,523,91,16826
2016,40,61,17228,2468,213,71648
2016,40,63,14839,2273,224,58236
2016,40,65,51256,6463,513,211055
2016,40,67,6055,778,97,29365
2016,40,69,18515,2042,181,75489
2016,40,71,143920,14892,1102,564363
2016,40,73,62356,5297,484,247400
2016,40,75,10011,1427,178,40211
2016,40,77,16519,1644,167,61685
2016,40,79,64615,8236,751,269247
2016,40,81,42928,5048,562,178902
2016,40,83,47813,6312,842,207920
2016,40,85,38291,5333,138,163647
2016,40,87,60417,7975,843,255341
2016,40,89,68281,8957,603,287349
2016,40,91,25878,3130,346,100860
2016,40,93,19305,1873,262,74141
2016,40,95,30092,3791,272,125981
2016,40,97,99362,10181,785,402097
2016,40,99,28798,3556,284,120695
2016,40,101,206459,23234,1419,864284
2016,40,103,41139,3883,212,172224
2016,40,105,9195,1317,150,36278
2016,40,107,21060,2543,165,81698
2016,40,109,4386740,374642,23805,17249430
2016,40,111,50674,6795,668,211030
2016,40,113,43530,5397,572,183500
2016,40,115,66623,9493,596,286158
2016,40,117,27537,2642,257,120637
2016,40,119,173088,22905,1837,725112
2016,40,121,95922,10878,939,371198
2016,40,123,102736,12525,951,444189
2016,40,125,138706,18613,1328,570896
2016,40,127,13791,2175,198,56871
2016,40,129,3725,462,86,16338
2016,40,131,290082,27747,1733,1207314
2016,40,133,41631,5219,442,175258
2016,40,135,42310,7324,578,176031
2016,40,137,105197,11904,1070,423670
2016,40,139,88465,8076,497,362210
2016,40,141,9102,1097,140,35171
2016,40,143,3918631,335082,18879,15608839
2016,40,145,74016,8548,933,302164
2016,40,147,311943,20107,1159,995463
2016,40,149,10582,1389,253,44078
2016,40,151,44054,2898,283,140395
2016,40,153,74348,7242,753,317849
2016,41,1,32030,4208,526,141142
2016,41,3,297947,27066,2119,1262644
2016,41,5,1638951,142880,11799,6898355
2016,41,7,115756,14797,1434,519785
2016,41,9,65406,8237,904,283224
2016,41,11,151734,17908,1557,658463
2016,41,13,32835,4037,514,138478
2016,41,15,39113,5235,687,169146
2016,41,17,587742,64536,6889,2617203
2016,41,19,285471,29777,2500,1157198
2016,41,21,7271,791,71,32945
2016,41,23,11750,1482,228,52211
2016,41,25,10575,1419,198,45340
2016,41,27,81758,10388,1041,353674
2016,41,29,645348,72083,6107,2741498
2016,41,31,30700,4017,383,136168
2016,41,33,173859,22347,1934,758640
2016,41,35,163226,17435,1507,682721
2016,41,37,10053,1175,190,45050
2016,41,39,1155591,125284,9819,4997599
2016,41,41,109623,14146,1536,469333
2016,41,43,339344,36488,2564,1428619
2016,41,45,59608,8535,704,258767
2016,41,47,896585,104786,8023,3974875
2016,41,49,37742,3966,193,176988
2016,41,51,5577977,434205,27246,22672822
2016,41,53,107107,14220,1436,477751
2016,41,55,3605,473,64,16020
2016,41,57,61230,7190,731,253550
2016,41,59,181315,22570,1550,799714
2016,41,61,59108,7197,727,256227
2016,41,63,13760,1886,379,62706
2016,41,65,58926,6987,681,254779
2016,41,67,4119658,265790,15316,17177725
2016,41,69,783,140,30,3640
2016,41,71,264108,29340,2475,1099916
2016,42,1,243208,30027,1956,1035374
2016,42,3,9147789,695456,33962,36408833
2016,42,5,112302,13905,1322,465320
2016,42,7,450273,47967,3369,1876909
2016,42,9,95960,12856,1074,437330
2016,42,11,1697663,156856,8406,7191154
2016,42,13,459604,53686,3185,1964328
2016,42,15,178535,18343,1345,760060
2016,42,17,2662052,247491,19217,11366189
2016,42,19,863137,82520,4866,3608312
2016,42,21,390017,46970,3171,1645418
2016,42,23,13804,1586,108,55911
2016,42,25,99993,13977,1126,418796
2016,42,27,406780,45292,3347,1733180
2016,42,29,4426464,248421,14314,17300479
2016,42,31,77713,11237,922,349153
2016,42,33,211848,26413,1988,902354
2016,42,35,92726,10586,761,380576
2016,42,37,184555,22707,1424,795639
2016,42,39,228455,27681,1969,956848
2016,42,41,1303765,119834,6051,5365481
2016,42,43,1781158,146996,6858,7182478
2016,42,45,2883069,210978,12864,11294803
2016,42,47,132546,14030,889,550491
2016,42,49,1040758,114476,6191,4371500
2016,42,51,278650,35982,2604,1187460
2016,42,53,7947,1099,109,35238
2016,42,55,434878,49814,3091,1855883
2016,42,57,65116,5704,263,267156
2016,42,59,107377,11721,752,486069
2016,42,61,70134,9566,813,301367
2016,42,63,233422,25543,1864,960243
2016,42,65,115432,13812,1125,489821
2016,42,67,43873,5877,477,187200
2016,42,69,832547,95435,5338,3474198
2016,42,71,2298758,228355,12874,9617442
2016,42,73,216567,26381,1929,936925
2016,42,75,390356,44345,2709,1638276
2016,42,77,2167781,174230,8555,8990922
2016,42,79,1260709,133636,7241,5238968
2016,42,81,399165,45232,2745,1705229
2016,42,83,114253,12600,1010,460211
2016,42,85,351727,44900,2763,1523897
2016,42,87,122548,14218,963,537747
2016,42,89,434054,47216,3372,1686580
2016,42,91,8246730,494756,26220,31090757
2016,42,93,235268,14333,490,968650
2016,42,95,1113749,103761,6320,4563362
2016,42,97,193767,23822,1667,846156
2016,42,99,38957,6247,790,171155
2016,42,101,8781317,621865,27929,35401898
2016,42,103,52305,8469,918,240728
2016,42,105,37495,4308,365,158156
2016,42,107,361892,41126,2738,1524351
2016,42,109,99909,15282,870,437912
2016,42,111,146040,18295,1686,623001
2016,42,113,7034,1204,155,31273
2016,42,115,49698,6997,876,218075
2016,42,117,93613,10619,875,382798
2016,42,119,143238,16689,925,606323
2016,42,121,123369,15564,1172,526890
2016,42,123,118316,14063,913,504966
2016,42,125,1114285,82440,5127,4363839
2016,42,127,91661,12420,1321,428593
2016,42,129,1190226,125776,8600,5036797
2016,42,131,130974,10490,654,533602
2016,42,133,1686886,164632,8646,6974982
2016,44,1,112056,14525,1254,486564
2016,44,3,758402,70605,4694,3077072
2016,44,5,301509,31346,2745,1340367
2016,44,7,3191985,269673,15908,12971297
2016,44,9,454223,43531,3794,1973817
2016,45,1,36580,4772,334,151005
2016,45,3,504723,50307,2732,2114718
2016,45,5,18143,1671,122,72772
2016,45,7,526806,57568,3694,2171540
2016,45,9,22585,3105,261,94392
2016,45,11,34083,4162,354,133807
2016,45,13,419033,54701,5154,1854631
2016,45,15,539789,46709,2980,2257884
2016,45,17,41774,3694,237,144948
2016,45,19,2110288,202114,13321,8776547
2016,45,21,143711,17671,950,591194
2016,45,23,69212,7000,511,280410
2016,45,25,126344,13219,684,498945
2016,45,27,35991,5544,465,159909
2016,45,29,56354,7808,738,250390
2016,45,31,195776,17022,1075,754719
2016,45,33,45872,7264,482,196343
2016,45,35,217755,26739,2282,949847
2016,45,37,44647,4962,322,177405
2016,45,39,133238,7790,313,535708
2016,45,41,490362,57006,3136,2128349
2016,45,43,169524,19471,1800,716839
2016,45,45,2370088,224945,12909,9941011
2016,45,47,191719,22493,1311,809366
2016,45,49,24514,3228,325,117159
2016,45,51,720316,107915,8629,3239373
2016,45,53,68672,7512,615,297298
2016,45,55,143429,15568,1109,558665
2016,45,57,202439,19564,1359,863564
2016,45,59,153387,17026,927,632382
2016,45,61,11160,1618,185,46338
2016,45,63,913458,100083,6389,3788124
2016,45,65,6297,908,84,26563
2016,45,67,34517,5081,486,140782
2016,45,69,41197,4984,319,166586
2016,45,71,101277,12191,725,413923
2016,45,73,227059,20436,1497,851582
2016,45,75,216917,25314,1593,887181
2016,45,77,201131,27859,1990,875472
2016,45,79,1748033,161532,8918,6923076
2016,45,81,27373,3829,241,115411
2016,45,83,1338704,126940,6225,5553600
2016,45,85,265442,32672,1773,1122991
2016,45,87,53351,7012,414,219735
2016,45,89,60098,7074,497,251268
2016,45,91,800173,77441,4893,3270712
2016,46,3,5149,626,79,20296
2016,46,5,56687,7089,587,242607
2016,46,7,4335,697,63,19170
2016,46,9,7751,1103,161,32941
2016,46,11,125859,14005,899,521308
2016,46,13,166365,18667,1294,713446
2016,46,15,13512,1850,217,59826
2016,46,17,980,180,11,4613
2016,46,19,17201,2294,321,72789
2016,46,21,2229,306,55,9562
2016,46,23,15005,2363,275,64215
2016,46,25,5225,682,127,22105
2016,46,27,21300,3502,303,91153
2016,46,29,116165,14196,1129,495513
2016,46,31,1381,188,36,6814
2016,46,33,9521,1303,268,50358
2016,46,35,94061,11459,734,395699
2016,46,37,10214,1520,186,46568
2016,46,39,16226,1470,130,69716
2016,46,41,4597,624,80,21604
2016,46,43,5979,850,109,26378
2016,46,45,7326,866,124,32744
2016,46,47,29703,2552,218,138568
2016,46,49,3370,445,71,14156
2016,46,51,28342,3260,284,123023
2016,46,53,7855,1125,188,34116
2016,46,55,5582,651,86,22911
2016,46,57,9580,1184,188,44539
2016,46,59,8221,1187,129,37387
2016,46,61,3123,366,77,13164
2016,46,63,4448,379,42,17553
2016,46,65,57972,7027,667,238949
2016,46,67,16654,2243,242,74169
2016,46,69,3742,470,43,15986
2016,46,71,1150,237,49,6440
2016,46,73,9304,1147,74,40639
2016,46,75,1931,275,48,8552
2016,46,77,11966,1317,171,51975
2016,46,79,31121,3697,364,134815
2016,46,81,68937,9633,1017,295340
2016,46,83,153629,15814,1458,666065
2016,46,85,3540,642,74,16179
2016,46,87,8054,1064,189,33298
2016,46,89,2667,348,76,10530
2016,46,91,9926,1173,144,42008
2016,46,93,56151,5438,709,247458
2016,46,95,860,146,18,3260
2016,46,97,4286,518,80,18256
2016,46,99,1335129,121431,5735,5375499
2016,46,101,12707,1673,160,57567
2016,46,103,440344,49590,3779,1863748
2016,46,105,5700,785,139,24370
2016,46,107,6921,769,102,30897
2016,46,109,14509,2255,235,65820
2016,46,111,3089,402,59,12155
2016,46,113,13631,1857,72,58425
2016,46,115,11756,1417,184,49944
2016,46,117,7451,1018,113,35020
2016,46,119,2601,339,65,13046
2016,46,121,7933,975,54,31872
2016,46,123,11707,1567,200,48957
2016,46,125,11616,1488,263,52478
2016,46,127,106469,9110,489,462111
2016,46,129,14473,2019,213,63407
2016,46,135,101157,11123,737,420709
2016,46,137,2330,317,51,9500
2016,47,1,556591,39443,1554,2345381
2016,47,3,133248,14417,766,564835
2016,47,5,23381,3511,297,99583
2016,47,7,3079,438,92,13874
2016,47,9,478658,45006,2312,2042912
2016,47,11,350800,39192,1904,1495232
2016,47,13,50402,7627,595,224525
2016,47,15,11058,1522,196,49579
2016,47,17,44461,6153,435,183405
2016,47,19,58864,8995,705,260523
2016,47,21,61588,6377,608,243917
2016,47,23,20048,3181,234,86562
2016,47,25,58355,7485,431,251665
2016,47,27,7034,1096,111,30539
2016,47,29,44272,6004,474,194020
2016,47,31,193794,19894,1244,773898
2016,47,33,16374,1901,220,63873
2016,47,35,107701,14841,1059,491113
2016,47,37,5722082,439335,19470,23468411
2016,47,39,23517,2754,208,100921
2016,47,41,37437,4399,283,160177
2016,47,43,109698,14087,936,481087
2016,47,45,110217,13370,792,478581
2016,47,47,67775,6941,578,292679
2016,47,49,25715,3842,243,116516
2016,47,51,105399,11392,707,460457
2016,47,53,87482,11351,928,375593
2016,47,55,70866,8553,530,325445
2016,47,57,16533,2609,227,80422
2016,47,59,179730,22375,1109,756170
2016,47,61,8125,1361,158,34734
2016,47,63,242838,28998,1296,1035952
2016,47,65,1870744,185060,8848,7775770
2016,47,67,2554,424,47,12566
2016,47,69,44626,5498,333,189221
2016,47,71,59366,6519,481,258210
2016,47,73,79637,9232,588,326068
2016,47,75,43513,5099,312,176517
2016,47,77,49786,6599,488,210496
2016,47,79,65479,8664,695,288024
2016,47,81,17219,2300,263,78708
2016,47,83,6778,1086,102,30137
2016,47,85,46815,4213,328,188588
2016,47,87,8383,1073,99,40196
2016,47,89,90244,11366,700,390205
2016,47,91,26444,3194,232,126729
2016,47,93,2216601,218158,11401,9196636
2016,47,95,4115,587,73,18050
2016,47,97,34580,4694,295,150909
2016,47,99,58589,8385,706,256391
2016,47,101,12667,2112,212,57584
2016,47,103,60281,8480,563,283252
2016,47,105,116995,13330,927,521216
2016,47,107,139607,16142,897,604852
2016,47,109,34461,4714,403,133381
2016,47,111,25521,3556,310,108281
2016,47,113,472121,52687,2502,1994645
2016,47,115,49410,6067,424,211851
2016,47,117,69899,8248,475,317338
2016,47,119,358227,27893,1746,1248021
2016,47,121,11712,1500,107,52568
2016,47,123,100432,11580,702,403705
2016,47,125,331354,43389,2827,1429119
2016,47,127,13416,1110,74,58666
2016,47,129,9881,1334,158,42547
2016,47,131,70169,9135,641,296753
2016,47,133,28583,3621,318,123915
2016,47,135,11537,1670,112,49952
2016,47,137,5321,720,81,23175
2016,47,139,8956,1334,212,40984
2016,47,141,237009,29439,1780,1011861
2016,47,143,60767,8269,481,262171
2016,47,145,57528,8546,720,247849
2016,47,147,167646,18705,1155,715971
2016,47,149,1093457,106987,5103,4594821
2016,47,151,24226,3637,322,103789
2016,47,153,12891,2031,178,57216
2016,47,155,224385,39789,2748,1090727
2016,47,157,5087642,435457,19463,21958763
2016,47,159,33055,3811,266,136948
2016,47,161,8291,1253,146,36579
2016,47,163,727707,62013,3371,2912393
2016,47,165,419881,46408,3132,1836730
2016,47,167,69121,8734,699,306957
2016,47,169,8709,1234,113,38232
2016,47,171,38535,3777,240,155399
2016,47,173,10674,1708,193,52129
2016,47,175,3466,438,33,15153
2016,47,177,91121,11198,720,388289
2016,47,179,474917,52484,2836,2034849
2016,47,181,17401,2541,209,78574
2016,47,183,56566,7763,568,233050
2016,47,185,41683,5428,395,189353
2016,47,187,1724596,118657,6821,7097247
2016,47,189,338109,39311,2620,1535728
2016,48,1,97576,11120,919,409040
2016,48,3,66115,5228,401,268149
2016,48,5,240421,29773,1876,1024022
2016,48,7,29005,4237,517,126779
2016,48,9,10589,1161,215,43591
2016,48,11,2000,279,37,8781
2016,48,13,109473,10399,780,436532
2016,48,15,71382,7553,610,298313
2016,48,17,10036,1521,148,41871
2016,48,19,21410,3175,387,91860
2016,48,21,110327,14402,1294,461056
2016,48,23,4969,962,115,21554
2016,48,25,40951,4980,485,163194
2016,48,27,859372,92113,5043,3593264
2016,48,29,8296291,741051,35653,32750814
2016,48,31,20066,2123,289,91205
2016,48,33,145,19,7,541
2016,48,35,20708,2433,273,83315
2016,48,37,259315,32982,2215,1133940
2016,48,39,1077082,87449,5518,4373210
2016,48,41,535633,66287,4251,2312287
2016,48,43,16323,2648,282,68647
2016,48,45,774,103,36,3424
2016,48,47,8282,1463,120,35903
2016,48,49,106091,13201,882,418522
2016,48,51,28726,3066,332,116553
2016,48,53,96066,11422,1210,419084
2016,48,55,50168,6878,604,202917
2016,48,57,133478,8339,453,509750
2016,48,59,12212,1462,211,50585
2016,48,61,676755,108580,6376,2905733
2016,48,63,28419,2521,222,105790
2016,48,65,7025,781,127,29922
2016,48,67,50435,5770,502,210489
2016,48,69,8477,1043,159,36223
2016,48,71,183906,12115,612,751398
2016,48,73,86559,10890,746,369571
2016,48,75,8543,1339,155,36478
2016,48,77,4999,695,125,20737
2016,48,79,1943,254,46,7812
2016,48,81,1537,262,55,5643
2016,48,83,9522,1451,201,39855
2016,48,85,6009508,388842,22620,23771470
2016,48,87,4907,498,60,18313
2016,48,89,56345,5956,544,228000
2016,48,91,421851,46645,3475,1831865
2016,48,93,17525,2306,249,73327
2016,48,95,6296,708,51,25642
2016,48,97,125361,12684,900,535077
2016,48,99,63348,9764,720,256161
2016,48,101,737,109,26,3126
2016,48,103,13317,970,86,53341
2016,48,105,16042,1142,129,59855
2016,48,107,5537,615,97,29646
2016,48,109,5605,629,54,25980
2016,48,111,15786,1809,220,63001
2016,48,113,22757345,1456092,65781,88126899
2016,48,115,21606,2475,274,89013
2016,48,117,51792,5467,395,220540
2016,48,119,2708,788,54,10710
2016,48,121,2211415,211883,14284,9210402
2016,48,123,53484,5364,448,207039
2016,48,125,2141,243,42,8615
2016,48,127,58463,4509,246,204564
2016,48,129,2307,425,81,9496
2016,48,131,20648,2045,151,78329
2016,48,133,53179,5476,425,221364
2016,48,135,691298,57465,3584,2780357
2016,48,137,1185,184,38,5013
2016,48,139,384928,42063,2825,1659735
2016,48,141,1790485,235714,14393,7494040
2016,48,143,94061,11860,957,395771
2016,48,145,12276,1711,222,51574
2016,48,147,40505,4992,470,175462
2016,48,149,60597,7370,768,252264
2016,48,151,5416,541,72,22197
2016,48,153,7057,949,150,31657
2016,48,155,765,129,25,3473
2016,48,157,1713509,160048,12668,6902421
2016,48,159,24909,5732,158,104700
2016,48,161,38583,3504,341,139637
2016,48,163,59531,5340,320,231807
2016,48,165,49242,3909,418,206258
2016,48,167,872703,85769,5761,3397443
2016,48,169,10394,1237,125,43902
2016,48,171,70453,9292,977,309632
2016,48,173,2834,206,30,12045
2016,48,175,8487,755,117,31046
2016,48,177,47348,4999,408,188099
2016,48,179,64652,5965,567,245268
2016,48,181,329945,38357,2526,1389292
2016,48,183,666007,64947,4057,2680375
2016,48,185,51884,5286,417,226896
2016,48,187,303866,32126,2026,1271873
2016,48,189,73559,9036,689,310921
2016,48,191,5316,646,66,21221
2016,48,193,12398,1585,201,51673
2016,48,195,11475,1174,146,46279
2016,48,197,6631,705,83,27721
2016,48,199,82724,9270,803,350105
2016,48,201,35064771,2045435,100884,129246109
2016,48,203,196417,19404,1286,776015
2016,48,205,11776,1309,115,48238
2016,48,207,7494,1114,139,33622
2016,48,209,419905,53431,4034,1783719
2016,48,211,17774,1383,145,64297
2016,48,213,100757,13096,1295,431608
2016,48,215,1259459,194826,11937,5355855
2016,48,217,55524,7337,639,236816
2016,48,219,71760,6520,504,298445
2016,48,221,135866,14301,1282,546420
2016,48,223,89009,10743,750,371285
2016,48,225,27927,3278,343,119482
2016,48,227,87248,8951,725,345564
2016,48,229,2937,323,31,14925
2016,48,231,277629,23535,1414,1167715
2016,48,233,92773,6470,464,352348
2016,48,235,5587,465,58,20712
2016,48,237,21670,2057,222,85393
2016,48,239,49241,4621,304,202474
2016,48,241,68217,8434,605,300907
2016,48,243,2445,388,63,11183
2016,48,245,1275715,103217,5652,5264588
2016,48,247,6165,1035,84,25212
2016,48,249,113451,13161,875,442569
2016,48,251,338854,36603,2742,1426700
2016,48,253,20554,2258,294,92780
2016,48,255,71645,4766,334,260443
2016,48,257,211515,24260,1856,905693
2016,48,259,116607,12356,1269,516599
2016,48,261,3085,173,20,12660
2016,48,263,1469,78,12,5552
2016,48,265,135392,16027,1394,590944
2016,48,267,5879,937,131,25820
2016,48,269,0,0,1,0
2016,48,271,3209,510,38,15182
2016,48,273,49777,6976,571,212585
2016,48,275,5456,625,87,21865
2016,48,277,145171,17023,1180,629244
2016,48,279,18595,2106,240,80458
2016,48,281,26624,3717,400,107780
2016,48,283,38869,2782,147,150977
2016,48,285,46582,5541,483,202126
2016,48,287,59992,5654,408,265933
2016,48,289,55648,4408,334,225115
2016,48,291,114628,12556,1057,471961
2016,48,293,44863,5046,388,179345
2016,48,295,7697,829,89,35423
2016,48,297,50090,3009,279,160932
2016,48,299,25147,3673,462,105749
2016,48,301,144,10,4,627
2016,48,303,942144,113615,7120,4040358
2016,48,305,6664,678,87,29368
2016,48,307,21596,2225,205,85507
2016,48,309,898233,104732,5169,3849962
2016,48,311,16054,632,45,58929
2016,48,313,22432,2920,252,88795
2016,48,315,11523,1703,153,49312
2016,48,317,14335,1225,109,63019
2016,48,319,5371,821,141,21681
2016,48,321,122249,8100,722,454543
